path,target,pred,confidence
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1275_r15_c08.jpg,W,E,0.9307
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1276_r01_c06.jpg,W,B,0.9840
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1276_r02_c10.jpg,W,E,0.9397
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1276_r02_c11.jpg,W,E,0.9354
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1276_r14_c01.jpg,W,B,0.9179
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1276_r15_c02.jpg,W,E,0.9915
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1276_r15_c08.jpg,W,E,0.9221
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1276_r15_c09.jpg,W,E,0.9065
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1277_r01_c06.jpg,W,B,0.9764
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1277_r02_c10.jpg,W,E,0.9457
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1277_r02_c11.jpg,W,E,0.9327
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1277_r04_c08.jpg,W,B,0.9528
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1277_r14_c01.jpg,W,B,0.9095
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1277_r15_c02.jpg,W,E,0.9882
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1277_r15_c08.jpg,W,E,0.9550
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1278_r01_c06.jpg,W,B,0.9810
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1278_r02_c10.jpg,W,E,0.9407
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1278_r02_c11.jpg,W,E,0.9335
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1278_r14_c01.jpg,W,B,0.9338
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1278_r15_c02.jpg,W,E,0.9880
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1278_r15_c08.jpg,W,E,0.9344
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1279_r01_c06.jpg,W,B,0.9784
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1279_r15_c02.jpg,W,E,0.9831
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1279_r15_c08.jpg,W,E,0.9536
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1280_r01_c06.jpg,W,B,0.9806
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1280_r15_c02.jpg,W,E,0.9885
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1280_r15_c08.jpg,W,E,0.9594
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1280_r16_c11.jpg,W,E,0.9031
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1281_r00_c04.jpg,W,E,0.9052
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1281_r01_c06.jpg,W,B,0.9761
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1281_r15_c02.jpg,W,E,0.9880
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1281_r15_c08.jpg,W,E,0.9759
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1281_r16_c11.jpg,W,E,0.9151
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1282_r01_c06.jpg,W,B,0.9778
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1282_r14_c01.jpg,W,B,0.9496
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1282_r15_c02.jpg,W,E,0.9903
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1282_r15_c08.jpg,W,E,0.9472
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1282_r16_c11.jpg,W,E,0.9055
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1284_r01_c06.jpg,W,B,0.9818
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1284_r12_c04.jpg,W,E,0.9556
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1284_r14_c01.jpg,W,B,0.9207
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1284_r15_c02.jpg,W,E,0.9877
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1284_r15_c08.jpg,W,E,0.9369
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1284_r16_c11.jpg,W,E,0.9200
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1285_r01_c06.jpg,W,B,0.9645
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1285_r14_c01.jpg,W,B,0.9354
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1285_r15_c02.jpg,W,E,0.9873
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1285_r15_c08.jpg,W,E,0.9332
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1286_r01_c06.jpg,W,B,0.9856
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1286_r08_c08.jpg,W,B,0.9102
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1286_r12_c04.jpg,W,E,0.9687
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1286_r14_c01.jpg,W,B,0.9552
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1286_r15_c02.jpg,W,E,0.9876
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1286_r15_c08.jpg,W,E,0.9493
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1287_r01_c06.jpg,W,B,0.9821
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1287_r15_c02.jpg,W,E,0.9923
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1287_r15_c08.jpg,W,E,0.9674
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1288_r00_c04.jpg,W,E,0.9113
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1288_r01_c06.jpg,W,B,0.9788
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1288_r08_c08.jpg,W,B,0.9040
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1288_r15_c02.jpg,W,E,0.9856
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1288_r15_c08.jpg,W,E,0.9687
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1289_r01_c06.jpg,W,B,0.9671
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1289_r15_c02.jpg,W,E,0.9920
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1289_r15_c08.jpg,W,E,0.9638
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1290_r01_c06.jpg,W,B,0.9790
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1290_r08_c08.jpg,W,B,0.9061
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1290_r10_c12.jpg,W,B,0.9141
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1290_r11_c13.jpg,W,E,0.9006
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1290_r15_c02.jpg,W,E,0.9905
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1290_r15_c08.jpg,W,E,0.9574
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1291_r01_c06.jpg,W,B,0.9840
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1291_r08_c08.jpg,W,B,0.9041
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1291_r10_c12.jpg,W,B,0.9136
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1291_r15_c02.jpg,W,E,0.9915
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1291_r15_c08.jpg,W,E,0.9838
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1292_r01_c06.jpg,W,B,0.9840
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1292_r10_c12.jpg,W,B,0.9362
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1292_r15_c02.jpg,W,E,0.9912
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1292_r15_c03.jpg,W,E,0.9914
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1292_r15_c08.jpg,W,E,0.9669
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1293_r01_c06.jpg,W,B,0.9857
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1293_r08_c08.jpg,W,B,0.9096
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1293_r10_c12.jpg,W,B,0.9273
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1293_r14_c01.jpg,W,B,0.9218
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1293_r15_c02.jpg,W,E,0.9857
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1293_r15_c03.jpg,W,E,0.9938
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1293_r15_c08.jpg,W,E,0.9620
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1294_r01_c06.jpg,W,B,0.9863
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1294_r10_c12.jpg,W,B,0.9059
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1294_r15_c02.jpg,W,E,0.9923
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1294_r15_c03.jpg,W,E,0.9929
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1294_r15_c08.jpg,W,E,0.9677
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1294_r16_c11.jpg,W,E,0.9047
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1295_r01_c06.jpg,W,B,0.9858
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1295_r08_c08.jpg,W,B,0.9018
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1295_r10_c12.jpg,W,B,0.9200
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1295_r15_c02.jpg,W,E,0.9920
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1295_r15_c03.jpg,W,E,0.9905
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1295_r15_c08.jpg,W,E,0.9607
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1296_r01_c06.jpg,W,B,0.9842
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1296_r10_c12.jpg,W,B,0.9334
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1296_r15_c02.jpg,W,E,0.9915
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1296_r15_c03.jpg,W,E,0.9945
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1296_r15_c08.jpg,W,E,0.9578
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1297_r01_c06.jpg,W,B,0.9865
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1297_r08_c08.jpg,W,B,0.9010
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1297_r10_c12.jpg,W,B,0.9068
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1297_r14_c01.jpg,W,B,0.9346
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1297_r15_c02.jpg,W,E,0.9889
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1297_r15_c03.jpg,W,E,0.9925
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1297_r15_c08.jpg,W,E,0.9726
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1298_r01_c06.jpg,W,B,0.9795
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1298_r10_c12.jpg,W,B,0.9310
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1298_r15_c02.jpg,W,E,0.9922
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1298_r15_c03.jpg,W,E,0.9919
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1298_r15_c08.jpg,W,E,0.9682
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1299_r01_c06.jpg,W,B,0.9741
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1299_r08_c08.jpg,W,B,0.9105
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1299_r10_c12.jpg,W,B,0.9135
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1299_r14_c01.jpg,W,B,0.9412
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1299_r15_c02.jpg,W,E,0.9891
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1299_r15_c03.jpg,W,E,0.9884
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1299_r15_c08.jpg,W,E,0.9704
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r01_c06.jpg,W,B,0.9758
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r08_c08.jpg,W,B,0.9032
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r10_c12.jpg,W,B,0.9003
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r11_c13.jpg,W,E,0.9077
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r14_c01.jpg,W,B,0.9243
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r15_c02.jpg,W,E,0.9874
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r15_c03.jpg,W,E,0.9894
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1300_r15_c08.jpg,W,E,0.9563
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r01_c06.jpg,W,B,0.9776
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r02_c15.jpg,W,E,0.9466
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r08_c08.jpg,W,B,0.9089
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r10_c12.jpg,W,B,0.9320
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r14_c01.jpg,W,B,0.9397
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r15_c02.jpg,W,E,0.9912
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r15_c03.jpg,W,E,0.9892
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1301_r15_c08.jpg,W,E,0.9624
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r01_c06.jpg,W,B,0.9776
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r02_c15.jpg,W,E,0.9122
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r08_c08.jpg,W,B,0.9046
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r10_c12.jpg,W,B,0.9310
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r15_c02.jpg,W,E,0.9921
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r15_c03.jpg,W,E,0.9935
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r15_c08.jpg,W,E,0.9577
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1302_r16_c11.jpg,W,E,0.9050
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r01_c06.jpg,W,B,0.9765
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r02_c15.jpg,W,E,0.9158
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r05_c10.jpg,W,E,0.9660
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r10_c12.jpg,W,B,0.9196
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r14_c01.jpg,W,B,0.9043
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r15_c02.jpg,W,E,0.9875
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r15_c03.jpg,W,E,0.9918
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r15_c08.jpg,W,E,0.9419
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1304_r16_c11.jpg,W,E,0.9059
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r01_c06.jpg,W,B,0.9849
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r02_c15.jpg,W,E,0.9115
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r02_c16.jpg,W,E,0.9047
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r05_c10.jpg,W,E,0.9707
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r10_c12.jpg,W,B,0.9309
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r15_c02.jpg,W,E,0.9888
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r15_c03.jpg,W,E,0.9850
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1306_r15_c08.jpg,W,E,0.9764
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r01_c06.jpg,W,B,0.9521
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r02_c15.jpg,W,E,0.9331
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r05_c10.jpg,W,E,0.9739
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r10_c12.jpg,W,B,0.9354
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r14_c01.jpg,W,B,0.9087
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r15_c02.jpg,W,E,0.9877
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r15_c03.jpg,W,E,0.9929
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1307_r15_c08.jpg,W,E,0.9500
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1308_r01_c06.jpg,W,B,0.9577
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1308_r05_c10.jpg,W,E,0.9631
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1308_r10_c12.jpg,W,B,0.9251
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1308_r14_c01.jpg,W,B,0.9492
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1308_r15_c02.jpg,W,E,0.9905
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1308_r15_c03.jpg,W,E,0.9938
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1308_r15_c08.jpg,W,E,0.9585
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r00_c10.jpg,W,E,0.9061
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r01_c06.jpg,W,B,0.9632
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r05_c10.jpg,W,E,0.9622
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r08_c08.jpg,W,B,0.9030
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r10_c12.jpg,W,B,0.9270
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r14_c01.jpg,W,B,0.9076
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r15_c02.jpg,W,E,0.9878
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r15_c03.jpg,W,E,0.9935
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1309_r15_c08.jpg,W,E,0.9840
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r00_c10.jpg,W,E,0.9017
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r01_c06.jpg,W,B,0.9660
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r05_c10.jpg,W,E,0.9672
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r10_c12.jpg,W,B,0.9484
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r14_c01.jpg,W,B,0.9262
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r15_c02.jpg,W,E,0.9900
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r15_c03.jpg,W,E,0.9936
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r15_c08.jpg,W,E,0.9799
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1311_r16_c11.jpg,W,E,0.9038
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r00_c10.jpg,W,E,0.9107
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r01_c06.jpg,W,B,0.9622
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r05_c10.jpg,W,E,0.9748
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r08_c08.jpg,W,B,0.9041
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r10_c12.jpg,W,B,0.9415
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r15_c02.jpg,W,E,0.9897
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r15_c03.jpg,W,E,0.9914
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1312_r15_c08.jpg,W,E,0.9650
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1313_r01_c06.jpg,W,B,0.9487
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1313_r05_c10.jpg,W,E,0.9649
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1313_r08_c08.jpg,W,B,0.9153
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1313_r10_c12.jpg,W,B,0.9323
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1313_r15_c02.jpg,W,E,0.9884
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1313_r15_c03.jpg,W,E,0.9927
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1313_r15_c08.jpg,W,E,0.9723
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r00_c10.jpg,W,E,0.9015
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r01_c06.jpg,W,B,0.9606
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r05_c10.jpg,W,E,0.9702
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r10_c12.jpg,W,B,0.9315
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r14_c01.jpg,W,B,0.9470
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r15_c02.jpg,W,E,0.9897
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r15_c03.jpg,W,E,0.9918
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r15_c08.jpg,W,E,0.9585
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1314_r16_c11.jpg,W,E,0.9092
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1315_r00_c10.jpg,W,E,0.9043
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1315_r01_c06.jpg,W,B,0.9617
D:\Codes\Data\Gomrade\dataset2\patches\W\Corsolini-Carta_MLC_1315_r05_c10.jpg,W,E,0.9683
